cik,companyName,stockSymbol,sector,industry,sic,sicCode
0000013156,"Galaxy Gaming, Inc.",glxz,Services,Amusement And Recreation Services,SERVICES-AMUSEMENT & RECREATION SERVICES,7900
0001123360,Global Payments Inc,gpn,Services,Business Services,"SERVICES-BUSINESS SERVICES, NEC",7389
0001386278,Green Dot Corp,gdot,"Finance, Insurance, And Real Estate",Non-depository Credit Institutions,FINANCE SERVICES,6199
0000899749,HEALTHCARE REALTY TRUST INCORPORATED,hr,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,REAL ESTATE INVESTMENT TRUSTS,6798
0001390072,"Generation Zero Group, Inc.",gnzr,Services,Business Services,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,7374
0000010254,"EARTHSTONE ENERGY, INC.",este,Mining,Oil And Gas Extraction,CRUDE PETROLEUM & NATURAL GAS,1311
0001269127,Greenshift Corp,gers,"Transportation, Communications, Electric, Gas, And Sanitary Services","Electric, Gas, And Sanitary Services",SANITARY SERVICES,4950
0000840715,CLEARONE INC,clro,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",TELEPHONE & TELEGRAPH APPARATUS,3661
0000018498,Genesco Inc,gco,Retail Trade,Apparel And Accessory Stores,RETAIL-SHOE STORES,5661
0001083848,Can Cal Resources Ltd,ccre,Mining,"Metal, Mining",METAL MINING,1000
0001357204,"DUNKIN’ BRANDS GROUP, INC.",dnkn,Retail Trade,Eating And Drinking Places,RETAIL-EATING & DRINKING PLACES,5810
0001363829,Enstar Group LTD,esgr,"Finance, Insurance, And Real Estate",Insurance Carriers,"FIRE, MARINE & CASUALTY INSURANCE",6331
0001366407,Double Crown Resources Inc.,ddcc,Mining,"Metal, Mining",METAL MINING,1000
0000040211,GATX Corporation,gmt,"Transportation, Communications, Electric, Gas, And Sanitary Services",Transportation Services,TRANSPORTATION SERVICES,4700
0001483935,"Empowered Products, Inc.",empo,Manufacturing,Chemicals And Allied Products,"PERFUMES, COSMETICS & OTHER TOILET PREPARATIONS",2844
0001493563,"FlikMedia, Inc.",flkm,Services,Business Services,"SERVICES-BUSINESS SERVICES, NEC",7389
0001297965,"Inolife Technologies, Inc.",inol,Services,Business Services,SERVICES-ADVERTISING,7310
0001316360,IHS Inc.,ihs,Services,Business Services,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",7370
0001399306,Simlatus Corp,grpr,Mining,"Metal, Mining",GOLD AND SILVER ORES,1040
0001355559,"Celexus, Inc",tlpy,Services,Business Services,SERVICES-ADVERTISING,7310
0001396536,"DUOS TECHNOLOGIES GROUP, INC.",duot,Services,Business Services,SERVICES-PREPACKAGED SOFTWARE,7372
0000947559,First Bancshares Inc /Ms/,fbms,"Finance, Insurance, And Real Estate",Depository Institutions,NATIONAL COMMERCIAL BANKS,6021
0001025771,CHASE PACKAGING CORP,cpka,"Agriculture, Forestry and Fishing",Agricultural Services,AGRICULTURAL SERVICES,700
0000914208,Invesco Ltd.,ivz,"Finance, Insurance, And Real Estate","Security And Commodity Brokers, Dealers, Exchanges, And Services",INVESTMENT ADVICE,6282
0000896841,"Avid Technology, Inc.",avid,Manufacturing,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",PHOTOGRAPHIC EQUIPMENT & SUPPLIES,3861
0001048268,"IES Holdings, Inc.",iesc,Construction,Construction Special Trade Contractors,ELECTRICAL WORK,1731
0000742112,INVACARE CORPORATION,ivc,Manufacturing,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks","ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES",3842
0000320340,Intelligent Systems Corp,ins,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment","BOLTS, NUTS, SCREWS, RIVETS & WASHERS",3452
0001485176,Fox Chase Bancorp Inc,fxcb,"Finance, Insurance, And Real Estate",Depository Institutions,"SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED",6036
0001071264,Jacksonville Bancorp Inc /FL/,jaxb,"Finance, Insurance, And Real Estate",Depository Institutions,STATE COMMERCIAL BANKS,6022
0001121793,"Jagged Peak, Inc.",jgpk,Services,Business Services,SERVICES-PREPACKAGED SOFTWARE,7372
0001180262,HERBALIFE NUTRITION LTD.,hlf,Wholesale Trade,Wholesale Trade-non-durable Goods,"WHOLESALE-DRUGS, PROPRIETARIES & DRUGGISTS' SUNDRIES",5122
0000945394,SERVICE PROPERTIES TRUST,hpt,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,REAL ESTATE INVESTMENT TRUSTS,6798
0000933141,Iberiabank Corp,ibkc,"Finance, Insurance, And Real Estate",Depository Institutions,STATE COMMERCIAL BANKS,6022
0001315257,Koppers Holdings Inc.,kop,Manufacturing,"Lumber And Wood Products, Except Furniture",LUMBER & WOOD PRODUCTS (NO FURNITURE),2400
0001106838,"Sonnet BioTherapeutics Holdings, Inc.",hotr,Retail Trade,Eating And Drinking Places,RETAIL-EATING PLACES,5812
0000921825,"FIRST INDUSTRIAL REALTY TRUST, INC.",fr,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,REAL ESTATE INVESTMENT TRUSTS,6798
0001365160,Domark International Inc.,domk,Services,Miscellaneous Repair Services,SERVICES-MISCELLANEOUS REPAIR SERVICES,7600
0000750577,HANCOCK WHITNEY CORP,hbhc,"Finance, Insurance, And Real Estate",Depository Institutions,STATE COMMERCIAL BANKS,6022
0001376231,"VPR Brands, LP.",vprb,Services,Business Services,SERVICES-PREPACKAGED SOFTWARE,7372
0001381197,"INTERACTIVE BROKERS GROUP, INC.",ibkr,"Finance, Insurance, And Real Estate","Security And Commodity Brokers, Dealers, Exchanges, And Services","SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",6211
0000838796,"Kiwibox.Com, Inc.",kiwb,Services,Business Services,SERVICES-PREPACKAGED SOFTWARE,7372
0001037390,"GRIFFIN INDUSTRIAL REALTY, INC.",grif,"Finance, Insurance, And Real Estate",Real Estate,REAL ESTATE,6500
0001360901,EVERCORE INC.,evr,"Finance, Insurance, And Real Estate","Security And Commodity Brokers, Dealers, Exchanges, And Services",INVESTMENT ADVICE,6282
0001509991,Kosmos Energy Ltd.,kos,Mining,Oil And Gas Extraction,CRUDE PETROLEUM & NATURAL GAS,1311
0000058361,"Lee Enterprises, Inc",lee,Manufacturing,"Printing, Publishing, And Allied Industries",NEWSPAPERS: PUBLISHING OR PUBLISHING & PRINTING,2711
0001077866,Looksmart Ltd,look,Services,Business Services,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,7374
0001498021,"ExamWorks Group, Inc.",exam,Services,Health Services,SERVICES-HEALTH SERVICES,8000
0001069258,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",ktos,Manufacturing,Transportation Equipment,GUIDED MISSILES & SPACE VEHICLES & PARTS,3760
0000003570,"CHENIERE ENERGY, INC.",lng,"Transportation, Communications, Electric, Gas, And Sanitary Services","Electric, Gas, And Sanitary Services",NATURAL GAS DISTRIBUTION,4924
0000884363,"EVOLUTIONARY GENOMICS, INC.",fnam,Services,"Engineering, Accounting, Research, Management, And Related Services",SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH,8731
0001418819,"Iridium Communications Inc. ",irdm,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment","COMMUNICATIONS EQUIPMENT, NEC",3669
0000866439,"DarkPulse, Inc.",klmk,Services,Business Services,SERVICES-PREPACKAGED SOFTWARE,7372
0001144354,GLOBAL PAYMENTS INC,hpy,Services,Business Services,"SERVICES-BUSINESS SERVICES, NEC",7389
0000826683,"Merriman Holdings, Inc",merr,"Finance, Insurance, And Real Estate","Security And Commodity Brokers, Dealers, Exchanges, And Services","SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",6211
0000049534,Life Partners Holdings Inc,lphi,"Finance, Insurance, And Real Estate",Insurance Carriers,LIFE INSURANCE,6311
0000886163,LIGAND PHARMACEUTICALS INCORPORATED,lgnd,Manufacturing,Chemicals And Allied Products,PHARMACEUTICAL PREPARATIONS,2834
0000779152,Henry Jack & Associates Inc,jkhy,Services,Business Services,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,7373
0000057515,Lancaster Colony Corporation,lanc,Manufacturing,Food And Kindred Products,"CANNED, FROZEN & PRESERVD FRUIT, VEG & FOOD SPECIALTIES",2030
0000065770,"MICROVISION, INC.",mvis,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment","ELECTRONIC COMPONENTS, NEC",3679
0001060990,Quicksilver Resources Inc,kwk,Mining,Oil And Gas Extraction,CRUDE PETROLEUM & NATURAL GAS,1311
0001335190,Magnum Hunter Resources Corp,mhr,Mining,Oil And Gas Extraction,CRUDE PETROLEUM & NATURAL GAS,1311
0001408075,Graphic Packaging Holding Co,gpk,Manufacturing,Paper And Allied Products,PAPERBOARD CONTAINERS & BOXES,2650
0001439095,Mrc Global Inc.,mrc,Wholesale Trade,Wholesale Trade-durable Goods,WHOLESALE-INDUSTRIAL MACHINERY & EQUIPMENT,5084
0001355677,Mexus Gold US,mxsg,Mining,"Metal, Mining",GOLD AND SILVER ORES,1040
0001308710,"Jayhawk Energy, Inc.",jyhw,Mining,Oil And Gas Extraction,CRUDE PETROLEUM & NATURAL GAS,1311
0000892553,"CHART INDUSTRIES, INC.",gtls,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment",FABRICATED PLATE WORK (BOILER SHOPS),3443
0000225263,Newport Corp,newp,Manufacturing,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",LABORATORY APPARATUS & FURNITURE,3821
0001104485,"NORTHERN OIL AND GAS, INC.",nog,Mining,Oil And Gas Extraction,CRUDE PETROLEUM & NATURAL GAS,1311
0001037016,Nii Holdings Inc,nihd,"Transportation, Communications, Electric, Gas, And Sanitary Services",Communications,RADIOTELEPHONE COMMUNICATIONS,4812
0001423325,"Incoming, Inc. ",icnn,Manufacturing,Chemicals And Allied Products,INDUSTRIAL ORGANIC CHEMICALS,2860
0001392694,"SurgePays, Inc.",ksix,Services,Business Services,SERVICES-ADVERTISING,7310
0001094139,Ourpets Co,opco,Manufacturing,Rubber And Miscellaneous Plastics Products,"PLASTICS PRODUCTS, NEC",3089
0001022701,Neomedia Technologies Inc,neom,Services,Business Services,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,7373
0001119643,NUTRA PHARMA CORP.,nphc,Manufacturing,Chemicals And Allied Products,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,2833
0001262039,"FORTINET, INC.",ftnt,Manufacturing,Industrial And Commercial Machinery And Computer Equipment,"COMPUTER PERIPHERAL EQUIPMENT, NEC",3577
0001493552,Naugatuck Valley Financial Corp,nvsl,"Finance, Insurance, And Real Estate",Depository Institutions,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",6035
0001285785,Mosaic Co,mos,Manufacturing,Chemicals And Allied Products,AGRICULTURAL CHEMICALS,2870
0001278021,MARKETAXESS HOLDINGS INC.,mktx,"Finance, Insurance, And Real Estate","Security And Commodity Brokers, Dealers, Exchanges, And Services","SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",6211
0001179929,"MOLINA HEALTHCARE, INC.",moh,"Finance, Insurance, And Real Estate",Insurance Carriers,HOSPITAL & MEDICAL SERVICE PLANS,6324
0000068709,MTS SYSTEMS CORPORATION,mtsc,Manufacturing,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks","MEASURING & CONTROLLING DEVICES, NEC",3829
0001142417,"NEXSTAR MEDIA GROUP, INC.",nxst,"Transportation, Communications, Electric, Gas, And Sanitary Services",Communications,TELEVISION BROADCASTING STATIONS,4833
0000929351,Lions Gate Entertainment Corp /Cn/,lgf,Services,Motion Pictures,SERVICES-MOTION PICTURE & VIDEO TAPE PRODUCTION,7812
0001380277,"Infrax Systems, Inc.",ifxy,Services,Business Services,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,7373
0001469284,Champion Pain Care Corp,cpai,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,BLANK CHECKS,6770
0001272550,"root9B Holdings, Inc.",rtnb,Services,"Engineering, Accounting, Research, Management, And Related Services",SERVICES-MANAGEMENT CONSULTING SERVICES,8742
0001173281,"NEUBASE THERAPEUTICS, INC.",ohrp,Manufacturing,Chemicals And Allied Products,PHARMACEUTICAL PREPARATIONS,2834
0001358831,Legacy Reserves Lp,lgcy,Mining,Oil And Gas Extraction,CRUDE PETROLEUM & NATURAL GAS,1311
0001414953,"Mojo Organics, Inc.",mojo,Manufacturing,Food And Kindred Products,"CANNED, FROZEN & PRESERVD FRUIT, VEG & FOOD SPECIALTIES",2030
0001047335,National Healthcare Corp,nhc,Services,Health Services,SERVICES-SKILLED NURSING CARE FACILITIES,8051
0000709005,Noble Romans Inc,nrom,Retail Trade,Eating And Drinking Places,RETAIL-EATING PLACES,5812
0001094348,Mattersight Corp,matr,Services,Business Services,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,7373
0001005284,UNIVERSAL DISPLAY CORPORATION,oled,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",ELECTRONIC COMPONENTS & ACCESSORIES,3670
0000728385,Midwest Energy Emissions Corp.,meec,Manufacturing,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks","MEASURING & CONTROLLING DEVICES, NEC",3829
0001368308,"Highpower International, Inc.",hpj,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment","MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES",3690
0001454742,"GOOD GAMING, INC.",hdsi,Services,Business Services,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,7374
0001137855,Pacific Gold & Royalty Corp.,pcfg,Mining,"Metal, Mining",GOLD AND SILVER ORES,1040
0001358099,Ocean Electric Inc.,ocel,"Transportation, Communications, Electric, Gas, And Sanitary Services","Electric, Gas, And Sanitary Services",ELECTRIC SERVICES,4911
0001095981,"PLUS THERAPEUTICS, INC.",cytx,Manufacturing,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,3841
0000933036,Rent A Center Inc De,rcii,Services,Business Services,"SERVICES-EQUIPMENT RENTAL & LEASING, NEC",7359
0000901491,Papa Johns International Inc,pzza,Retail Trade,Eating And Drinking Places,RETAIL-EATING PLACES,5812
0001122904,"NETGEAR, Inc.",ntgr,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",TELEPHONE & TELEGRAPH APPARATUS,3661
0001006269,Loral Space & Communications Inc.,lorl,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,3663
0000922330,Regi U S Inc,rgus,Manufacturing,Industrial And Commercial Machinery And Computer Equipment,ENGINES & TURBINES,3510
0001420569,Pulse Beverage Corp,plsb,Manufacturing,Food And Kindred Products,BOTTLED & CANNED SOFT DRINKS & CARBONATED WATERS,2086
0000842013,Coro Global Inc.,mdfi,Services,Business Services,SERVICES-PREPACKAGED SOFTWARE,7372
0001288359,Otelco Inc.,otel,"Transportation, Communications, Electric, Gas, And Sanitary Services",Communications,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE),4813
0001415332,Lithium Corp,ltum,"Transportation, Communications, Electric, Gas, And Sanitary Services",Communications,"COMMUNICATIONS SERVICES, NEC",4899
0000085961,"RYDER SYSTEM, INC.",r,Services,"Automotive Repair, Services, And Parking",SERVICES-AUTO RENTAL & LEASING (NO DRIVERS),7510
0001412659,"Regenicin, Inc.",rgin,Manufacturing,Industrial And Commercial Machinery And Computer Equipment,INDUSTRIAL & COMMERCIAL FANS & BLOWERS & AIR PURIFING EQUIP,3564
0001019671,Seachange International Inc,seac,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,3663
0001106213,Seafarer Exploration Corp,sfrx,Services,Amusement And Recreation Services,SERVICES-AMUSEMENT & RECREATION SERVICES,7900
0001145197,INSULET CORPORATION,podd,Manufacturing,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,3841
0001468164,"Profit Planners Management, Inc.",ppmt,Services,Business Services,SERVICES-HELP SUPPLY SERVICES,7363
0001017290,Silver Dragon Resources Inc.,sdrg,Mining,"Metal, Mining",GOLD AND SILVER ORES,1040
0001347022,POSITIVEID Corp,psid,Manufacturing,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",LABORATORY ANALYTICAL INSTRUMENTS,3826
0001419582,Blue Sphere Corp.,blsp,Services,Business Services,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",7370
0001041803,"PriceSmart, Inc.",psmt,Retail Trade,General Merchandise Stores,RETAIL-VARIETY STORES,5331
0001403802,"Spindle, Inc.",spdl,Services,Business Services,"SERVICES-BUSINESS SERVICES, NEC",7389
0000315849,Southwest Georgia Financial Corp,sgb,"Finance, Insurance, And Real Estate",Depository Institutions,STATE COMMERCIAL BANKS,6022
0001122991,"Unified Signal, Inc.",unsi,"Transportation, Communications, Electric, Gas, And Sanitary Services",Communications,"COMMUNICATIONS SERVICES, NEC",4899
0001499717,"Staffing 360 Solutions, Inc.",staf,Services,Business Services,SERVICES-HELP SUPPLY SERVICES,7363
0001221554,3Power Energy Group Inc.,pspw,Manufacturing,Industrial And Commercial Machinery And Computer Equipment,ENGINES & TURBINES,3510
0001397183,"Iveda Solutions, Inc.",ivda,Services,Business Services,SERVICES-PREPACKAGED SOFTWARE,7372
0001077638,Sense Technologies Inc,snsg,Manufacturing,Transportation Equipment,MOTOR VEHICLE PARTS & ACCESSORIES,3714
0001038205,Bank Of The Ozarks Inc,ozrk,"Finance, Insurance, And Real Estate",Depository Institutions,STATE COMMERCIAL BANKS,6022
0000356213,Pinnacle Entertainment Inc.,pnk,Services,"Hotels, Rooming Houses, Camps, And Other Lodging Places",HOTELS & MOTELS,7011
0001041657,"URBAN ONE, INC.",roiak,"Transportation, Communications, Electric, Gas, And Sanitary Services",Communications,RADIO BROADCASTING STATIONS,4832
0000714284,"SORL Auto Parts, Inc.",sorl,Manufacturing,Transportation Equipment,MOTOR VEHICLE PARTS & ACCESSORIES,3714
0001512074,RMG Networks Holding Corp,rmgn,Services,Business Services,"SERVICES-BUSINESS SERVICES, NEC",7389
0001425919,"Islet Sciences, Inc.",islt,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,BLANK CHECKS,6770
0001085277,"SKINVISIBLE, INC.",skvi,Manufacturing,Chemicals And Allied Products,PHARMACEUTICAL PREPARATIONS,2834
0001438943,"Vitality Biopharma, Inc.",stvf,Services,"Engineering, Accounting, Research, Management, And Related Services",SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH,8731
0001017655,Paid Inc,payd,Services,Business Services,"SERVICES-BUSINESS SERVICES, NEC",7389
0000912593,Sun Communities Inc,sui,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,REAL ESTATE INVESTMENT TRUSTS,6798
0001472601,RYU APPAREL INC.,ryun,Manufacturing,Apparel And Other Finished Products Made From Fabrics And Similar Materials,APPAREL & OTHER FINISHD PRODS OF FABRICS & SIMILAR MATL,2300
0000927355,TESSCO TECHNOLOGIES INC,tess,Wholesale Trade,Wholesale Trade-durable Goods,"WHOLESALE-ELECTRONIC PARTS & EQUIPMENT, NEC",5065
0001319229,TRANSMONTAIGNE PARTNERS LLC,tlp,"Transportation, Communications, Electric, Gas, And Sanitary Services","Pipelines, Except Natural Gas",PIPE LINES (NO NATURAL GAS),4610
